Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Specification-Driven Generation of Summaries for Symbolic Execution,Programming Languages and Systems,,,,10.1007/978-3-032-22720-1_11,Rafael GonçalvesFrederico RamosPedro AdãoJosé Fragoso Santos,2026,https://link.springer.com/chapter/10.1007/978-3-032-22720-1_11,Conference paper
UI-Driven Apps,Building Mission-Critical Applications with .NET 10 and C# 14,,,,10.1007/979-8-8688-2347-3_6,Afzaal Ahmad Zeeshan,2026,https://link.springer.com/chapter/10.1007/979-8-8688-2347-3_6,Chapter
Automated Translation of&#xa0;Real-World Codebases: How Far Are We?,"Dependable Software Engineering. Theories, Tools, and Applications",,,,10.1007/978-981-95-7826-9_1,Cristina DavidHanliang ZhangMeng Wang,2026,https://link.springer.com/chapter/10.1007/978-981-95-7826-9_1,Conference paper
HiProX: Highly Efficient Process Execution on&#xa0;IoT and&#xa0;Edge Devices,"Business Process Management: Responsible BPM Forum, Process Technology Forum, Educators Forum",,,,10.1007/978-3-032-02936-2_14,Dominik VoigtLisa PodszunJuergen ManglerStefanie Rinderle-Ma,2026,https://link.springer.com/chapter/10.1007/978-3-032-02936-2_14,Conference paper
The Future of Fault-Tolerant Quantum Computing,Design Automation for Quantum Computing,,,,10.1007/978-3-032-09303-5_15,Prabhat Mishra,2026,https://link.springer.com/chapter/10.1007/978-3-032-09303-5_15,Chapter
Implementation and Testing of Programmable Logic Controller (PLC) Functionality on C-DAC VEGA RISC-V Microcontroller Using OpenPLC,"Emerging Electronics and Automation, Volume 2",,,,10.1007/978-981-95-0705-4_25,A. R. VinukumarA. V. PremjithSri Ram Shankar RajaduraiSivakumaran Natarajan,2026,https://link.springer.com/chapter/10.1007/978-981-95-0705-4_25,Conference paper
Improved arithmetic efficiency in TFHE through gate-level optimizations,The Journal of Supercomputing,,,,10.1007/s11227-025-08107-8,Faris Serdar TaşelAyşe Nurdan Saran,2025,https://link.springer.com/article/10.1007/s11227-025-08107-8,Article
Empirical studies of parameter efficient methods for large language models of code and knowledge transfer to R,Empirical Software Engineering,,,,10.1007/s10664-025-10740-z,Amirreza EsmaeiliIman SaberiFatemeh Fard,2025,https://link.springer.com/article/10.1007/s10664-025-10740-z,Article
Re-presencing the Network: A Phenomenological Paradigm for the Anthropocene,Phenomenology in Action for Researching Networked Learning,,,,10.1007/978-3-031-62780-4_9,Greta Goetz,2024,https://link.springer.com/chapter/10.1007/978-3-031-62780-4_9,Chapter
Experience in teaching quantum computing with hands-on programming labs,The Journal of Supercomputing,,,,10.1007/s11227-024-06001-3,Federico GalettoHiram H. LópezMehdi RahmatiJanche SangChansu Yu,2024,https://link.springer.com/article/10.1007/s11227-024-06001-3,Article
Municipal Wastewater as Potential Bio-refinery,Modern Approaches in Waste Bioremediation,,,,10.1007/978-3-031-24086-7_7,Shipra JhaNahid Siddiqui,2023,https://link.springer.com/chapter/10.1007/978-3-031-24086-7_7,Chapter
A graphical tool for formal verification using Event-B modeling,Multimedia Tools and Applications,,,,10.1007/s11042-023-15993-8,Rahul Karmakar,2023,https://link.springer.com/article/10.1007/s11042-023-15993-8,Article
Experimenting with Quantum True Random Number Generators on NISQ Computers Using High-level Quantum Programming,International Journal of Theoretical Physics,,,,10.1007/s10773-025-06104-4,Vaishnavi Kumar,2025,https://link.springer.com/article/10.1007/s10773-025-06104-4,Article
"NEO-HYPORT: does neoadjuvant radiotherapy improve breast cancer outcomes? An open label, randomised, parallel group, superiority trial to compare the disease-free survival following neoadjuvant versus adjuvant hypofractionated radiotherapy in breast cancer (NEO-HYPORT)",Trials,,,,10.1186/s13063-026-09642-2,Sanjoy ChatterjeeSantam ChakrabortyRosina AhmedSanjit Kumar AgarwalIndu ArunAbhishek SharmaShaurav MaulikShagun Mahajan,2026,https://link.springer.com/article/10.1186/s13063-026-09642-2,Article
Software Reuse Enabled by&#xa0;Machine Learning Based Source Code Analysis: A Case for&#xa0;Automated Classification of&#xa0;OpenSource Software with&#xa0;Respect to&#xa0;Requirements,"Complex, Intelligent and Software Intensive Systems",,,,10.1007/978-3-031-08812-4_45,Dario BrancoLuigi CuccaroBeniamino Di Martino,2022,https://link.springer.com/chapter/10.1007/978-3-031-08812-4_45,Conference paper
A systematic review of strategic approaches and applications in quantum computing,Optical and Quantum Electronics,,,,10.1007/s11082-025-08364-0,Neha SharmaVikas Saxena,2025,https://link.springer.com/article/10.1007/s11082-025-08364-0,Article
Toward the future of OECD/ISO biodegradability testing-new approaches and developments,Applied Microbiology and Biotechnology,,,,10.1007/s00253-023-12406-6,Uwe StrotmannGerald ThouandUdo PaggaStefan GartiserHermann J. Heipieper,2023,https://link.springer.com/article/10.1007/s00253-023-12406-6,Article
HEProfiler: an in-depth profiler of approximate homomorphic encryption libraries,Journal of Cryptographic Engineering,,,,10.1007/s13389-025-00377-5,Jonathan TakeshitaNirajan KoiralaColin McKechneyTaeho Jung,2025,https://link.springer.com/article/10.1007/s13389-025-00377-5,Article
Classified Authentication System with IoT and Dashboard,"Advances in Micro-Electronics, Embedded Systems and IoT",,,,10.1007/978-981-16-8550-7_47,Chilakala SudhamaniK. Bharath KumarG. V. Hari PrasadN. Renuka,2022,https://link.springer.com/chapter/10.1007/978-981-16-8550-7_47,Conference paper
Efficient High-Level Programming in Plain Java,International Journal of Parallel Programming,,,,10.1007/s10766-022-00747-0,Rui S. SilvaJoão L. Sobral,2022,https://link.springer.com/article/10.1007/s10766-022-00747-0,Article
Transpilation of&#xa0;Petri-nets into&#xa0;B,Rigorous State-Based Methods,,,,10.1007/978-3-031-63790-2_5,Akram Idani,2024,https://link.springer.com/chapter/10.1007/978-3-031-63790-2_5,Conference paper
Encore: Coda,Active Object Languages: Current Research Trends,,,,10.1007/978-3-031-51060-1_3,Elias CastegrenTobias Wrigstad,2024,https://link.springer.com/chapter/10.1007/978-3-031-51060-1_3,Chapter
Upgrading Angular,Angular for Business,,,,10.1007/978-1-4842-9609-7_8,Michael D. Callaghan,2024,https://link.springer.com/chapter/10.1007/978-1-4842-9609-7_8,Chapter
Protocol Conformance with&#xa0;Choreographic PlusCal,Theoretical Aspects of Software Engineering,,,,10.1007/978-3-031-35257-7_8,Darius FooAndreea CosteaWei-Ngan Chin,2023,https://link.springer.com/chapter/10.1007/978-3-031-35257-7_8,Conference paper
Impact of hardware connectivity on Grover’s algorithm in NISQ era,Quantum Information Processing,,,,10.1007/s11128-025-04733-6,Mohit JoshiManoj Kumar MishraS. Karthikeyan,2025,https://link.springer.com/article/10.1007/s11128-025-04733-6,Article
Utilization of Industrial and Agro-based By-products to Develop Sustainable Controlled Low Strength Material,Arabian Journal for Science and Engineering,,,,10.1007/s13369-024-09255-4,Jaideep AggarwalShweta GoyalManeek Kumar,2024,https://link.springer.com/article/10.1007/s13369-024-09255-4,Article
Revisiting China Threat: The US’ Securitization of the ‘Belt and Road Initiative’,Chinese Political Science Review,,,,10.1007/s41111-021-00179-0,Abdur Rehman Shah,2021,https://link.springer.com/article/10.1007/s41111-021-00179-0,Article
Removal of Heavy Metals from Industrial Wastewater Using Bioremediation Approach,Modern Approaches in Waste Bioremediation,,,,10.1007/978-3-031-24086-7_18,Pooja M. PatilAbhijeet R. MatkarVitthal B. PatilRanjit GuravMaruti J. Dhanavade,2023,https://link.springer.com/chapter/10.1007/978-3-031-24086-7_18,Chapter
Contextual subspace variational quantum eigensolver calculation of the dissociation curve of molecular nitrogen on a superconducting quantum computer,npj Quantum Information,,,,10.1038/s41534-024-00952-4,Tim WeavingAlexis RalliPeter J. LoveSauro SucciPeter V. Coveney,2025,https://link.springer.com/article/10.1038/s41534-024-00952-4,Article
Text-to-Image Generation,Generative Artificial Intelligence,,,,10.1007/979-8-8688-0403-8_2,Shivam R SolankiDrupad K Khublani,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0403-8_2,Chapter
Case Studies,GaN Technology,,,,10.1007/978-3-031-63238-9_6,Nihit BajajDaniel MakusRafael GarciaIgor SpinellaPaul WienerJunyang LuoMatthias KasperGuilherme Bueno MarianiHubie NotoThierry BouchetPeter VaughanRémi ComynDieter LiesabethsDima NovoDenis MarconFrancesco Di DomenicoAlex ZahabizadehStephen OliverMaurizio Di Paolo Emilio,2024,https://link.springer.com/chapter/10.1007/978-3-031-63238-9_6,Chapter
Waste slag benefits for correction of soil acidity,Scientific Reports,,,,10.1038/s41598-022-20528-6,Viorica GhismanAlina Crina MuresanDaniela Laura BuruianaElena Roxana Axente,2022,https://link.springer.com/article/10.1038/s41598-022-20528-6,Article
"Towards a&#xa0;Safe, Verified Runtime Monitor for&#xa0;Embedded Systems: R2U2 in&#xa0;Embedded Rust",NASA Formal Methods,,,,10.1007/978-3-031-93706-4_3,Alexis AurandtPhillip H. JonesKristin Yvonne Rozier,2025,https://link.springer.com/chapter/10.1007/978-3-031-93706-4_3,Conference paper
Quantum Computing Methods for&#xa0;Malware Detection,"Machine Learning, Deep Learning and AI for Cybersecurity",,,,10.1007/978-3-031-83157-7_8,Eliška KrátkáAurél Gábor Gábris,2025,https://link.springer.com/chapter/10.1007/978-3-031-83157-7_8,Chapter
Lift-Offline: Instruction Lifter Generators,Static Analysis,,,,10.1007/978-3-031-74776-2_4,Nicholas CoughlinA. MichaelKait Lam,2025,https://link.springer.com/chapter/10.1007/978-3-031-74776-2_4,Conference paper
Quantum Measurement and&#xa0;Inherent Randomness: A Study on&#xa0;Modified Hadamard Based Xorshift Pseudorandom Number Generator Algorithm,Computational Technologies and Electronics,,,,10.1007/978-3-031-81981-0_19,Rounak BiswasUtpal Roy,2025,https://link.springer.com/chapter/10.1007/978-3-031-81981-0_19,Conference paper
Quantum Data Structures and Encoding,Quantum Computing and Quantum Machine Learning for Engineers and Developers,,,,10.1007/978-3-031-98245-3_4,Jesse Van Griensven ThéRoydon Andrew FraserJose Rosas-Bustos,2025,https://link.springer.com/chapter/10.1007/978-3-031-98245-3_4,Chapter
Quantum Neural Networks: Bridging the Gap Between Quantum Computing and Artificial Intelligence in Industry,Quantum Machine Learning in Industrial Automation,,,,10.1007/978-3-031-99786-0_10,Shreyan Basu RaySoujanya Ray,2025,https://link.springer.com/chapter/10.1007/978-3-031-99786-0_10,Chapter
Quantum secret sharing protocol using GHZ state: implementation on IBM qiskit,Quantum Information Processing,,,,10.1007/s11128-023-04129-4,Nirupam BasakNayana DasGoutam PaulKaushik NandiNixon Patel,2023,https://link.springer.com/article/10.1007/s11128-023-04129-4,Article
Quantum encryption of superposition states with quantum permutation pad in IBM quantum computers,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-023-00164-3,Maria PerepechaenkoRandy Kuang,2023,https://link.springer.com/article/10.1140/epjqt/s40507-023-00164-3,Article
Green transition and economic growth in G20 countries: evidence from disaggregated energy sources,Environmental Science and Pollution Research,,,,10.1007/s11356-023-28781-6,Wasi Ul Hassan ShahXuhui ZhangRizwana YasmeenIhtsham Ul Haq Padda,2023,https://link.springer.com/article/10.1007/s11356-023-28781-6,Article
Shallow Water DG Simulations on&#xa0;FPGAs: Design and&#xa0;Comparison of&#xa0;a&#xa0;Novel Code Generation Pipeline,High Performance Computing,,,,10.1007/978-3-031-32041-5_5,Christoph AltTobias KenterSara Faghih-NainiJennifer FajJan-Oliver OpdenhövelChristian PlesslVadym AizingerJan HönigHarald Köstler,2023,https://link.springer.com/chapter/10.1007/978-3-031-32041-5_5,Conference paper
Metagenomics Analysis of Extremophiles and Its Potential Use in Industrial Waste Water Treatment,Modern Approaches in Waste Bioremediation,,,,10.1007/978-3-031-24086-7_12,Ashok Kumar ShettihalliSaisha VinjamuriS. Divijendra Natha ReddyRenu PaiPrathibha Narayanan,2023,https://link.springer.com/chapter/10.1007/978-3-031-24086-7_12,Chapter
Private Company,Economic Policy of the People's Republic of China,,,,10.1007/978-3-658-38467-8_7,Enrico CordesKonstantin KroneViktoria Paul,2023,https://link.springer.com/chapter/10.1007/978-3-658-38467-8_7,Chapter
Optimising the quantum/classical interface for efficiency and portability with a multi-level hardware abstraction layer for quantum computers,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-023-00192-z,Kenton M. BarnesAnton BuyskikhNicholas Y. ChenGabriel GallardoMarco GhibaudiMatthew J. A. RuszalaDaniel S. UnderwoodAbhishek AgarwalDeep LallIvan RunggerNikolaos Schoinas,2023,https://link.springer.com/article/10.1140/epjqt/s40507-023-00192-z,Article
Teaching sourcing during online inquiry&#xa0;–&#xa0;adolescents with the weakest skills benefited the most,Instructional Science,,,,10.1007/s11251-022-09597-2,Elina K. HämäläinenCarita KiiliEija RäikkönenMinna LakkalaLiisa IlomäkiAuli ToomMiika Marttunen,2022,https://link.springer.com/article/10.1007/s11251-022-09597-2,Article
A Blockchain-Based Model for OAuth Authorization via Third-Party Web Application,Applied Technologies,,,,10.1007/978-3-031-24985-3_32,Julio C. Mendoza-TelloNelson R. Baquero-Parra,2023,https://link.springer.com/chapter/10.1007/978-3-031-24985-3_32,Conference paper
Exploiting the&#xa0;Benefits of&#xa0;Clean Ancilla Based Toffoli Gate Decomposition Across Architectures,Reversible Computation,,,,10.1007/978-3-031-38100-3_15,Abhoy KoleKamalika DattaPhilipp NiemannIndranil SenguptaRolf Drechsler,2023,https://link.springer.com/chapter/10.1007/978-3-031-38100-3_15,Conference paper
Dynamic full quantum one-way function based on quantum circuit mapping,Quantum Information Processing,,,,10.1007/s11128-023-04065-3,Yao TangTao ShangJianwei Liu,2023,https://link.springer.com/article/10.1007/s11128-023-04065-3,Article
Soundscape: The Development of a New Discipline,Soundscapes: Humans and Their Acoustic Environment,,,,10.1007/978-3-031-22779-0_1,Brigitte Schulte-FortkampAndré Fiebig,2023,https://link.springer.com/chapter/10.1007/978-3-031-22779-0_1,Chapter
Property-Driven Code Obfuscations Reinterpreting Jones-Optimality in&#xa0;Abstract Interpretation,Static Analysis,,,,10.1007/978-3-031-22308-2_12,Roberto GiacobazziIsabella Mastroeni,2022,https://link.springer.com/chapter/10.1007/978-3-031-22308-2_12,Conference paper
API Documentation,API Management,,,,10.1007/979-8-8688-0054-2_4,Brajesh De,2023,https://link.springer.com/chapter/10.1007/979-8-8688-0054-2_4,Chapter
"On the&#xa0;Efficiency of&#xa0;Building Large Collections of&#xa0;Software: Modeling, Algorithms, and&#xa0;Experimental Results",Software Technologies,,,,10.1007/978-3-031-37231-5_7,Stephen R. TateBo Yuan,2023,https://link.springer.com/chapter/10.1007/978-3-031-37231-5_7,Conference paper
Machine learning in astronomy,Journal of Astrophysics and Astronomy,,,,10.1007/s12036-022-09871-2,Ajit KembhaviRohan Pattnaik,2022,https://link.springer.com/article/10.1007/s12036-022-09871-2,Article
“A Sin and a Shame”: Regional Institutional Development in the Late Nineteenth Century,"California and the Politics of Disability, 1850–1970",,,,10.1007/978-3-031-21714-2_3,Eileen V. Wallis,2023,https://link.springer.com/chapter/10.1007/978-3-031-21714-2_3,Chapter
Biomaterials Derived from Agricultural Waste: A Focus on Collagen,"Agricultural Waste: Environmental Impact, Useful Metabolites and Energy Production",,,,10.1007/978-981-19-8774-8_4,Safiya NoorzaiCasparus Johannes Reinhard Verbeek,2023,https://link.springer.com/chapter/10.1007/978-981-19-8774-8_4,Chapter
Effects of&#xa0;Approximate Computing on&#xa0;Workload Characteristics,Architecture of Computing Systems,,,,10.1007/978-3-031-21867-5_6,Daniel MaierStefan SchirmeisterBen Juurlink,2022,https://link.springer.com/chapter/10.1007/978-3-031-21867-5_6,Conference paper
Discovering sparse interpretable dynamics from partial observations,Communications Physics,,,,10.1038/s42005-022-00987-z,Peter Y. LuJoan Ariño BernadMarin Soljačić,2022,https://link.springer.com/article/10.1038/s42005-022-00987-z,Article
Design of Digital Filters,Continuous and Discrete-Time Signals and Systems,,,,10.1007/978-3-031-81209-5_12,Athanasios I. Margaris,2025,https://link.springer.com/chapter/10.1007/978-3-031-81209-5_12,Chapter
